Huvudrubrik,Avsnitt,KVÅ-kod,Titel/Kodtext,Beskrivningstext
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT020,"Läkemedelstillförsel, rektal",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT021,"Läkemedelstillförsel, subkutan",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT022,"Läkemedelstillförsel, transkutan",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT023,"Läkemedelstillförsel, vaginal","Läkemedel kan anges genom tillägg av ATC-kod. Vid tillförsel av mifepriston, se DL005, och tillförsel av prostaglandinanalog, se DL006"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT024,"Läkemedelstillförsel, via inhalation",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT026,Ordination av läkemedel,"I åtgärden ingår t.ex. överväganden tillsammans med patienten, receptförskrivning, skriftliga instruktioner samt utvärdering av effekt och biverkningar av tidigare insatta läkemedel. Aktuellt läkemedel kan anges med ATC-kod"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT030,Vaccination,Typ av vaccination kan anges genom tilläggskod med ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT031,Övervakning efter läkemedelstillförsel (inklusive vaccin),Används då patient på grund av t.ex. allergi måste övervakas efter läkemedelstillförseln. Givet läkemedel kan anges med ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV041,Koppling av subkutan eller intravenös pump,Koppling av extern pump för administration av läkemedel
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV046,Iordningställande och överlämnande av dosett eller enstaka läkemedelsdos,"Inkluderar dosrulle och dospåse, medicindosett, läkemedelskarusell. Utesluter: Iordningställande av läkemedel i läkemedelsautomat, se DV160"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV060,Inläggning av kvarliggande subkutan infart,T.ex. tunn plastkateter
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,SP021,Inläggning av perifer venkateter,-
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV148,Byte av perifer venkateter,-
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV149,Avlägsnande av perifer venkateter,-
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV151,Byte av kvarliggande subkutan infart,"T.ex. tunn plastkateter, subkutan nål"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV152,Avlägsnande av kvarliggande subkutan infart,"T.ex. tunn plastkateter, subkutan nål"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DV160,Iordningsställande av läkemedel i läkemedelsautomat,"Iordningställande och påfyllnad av läkemedel i läkemedelsautomat (läkemedelsfördelare, läkemedelsrobot), som påminner patienten när det är dags att ta medicin, fördelar medicin och signalerar till vårdgivaren om det sker avvikelser. Här ingår inte teknik som endast doserar och påminner om medicin (och inte kan signalera till vårdgivaren). Utesluter: Iordningställande och överlämnande av dosett eller enstaka läkemedelsdos, se DV046"
Behandling/Åtgärdande,Andra behandlande åtgärder,DV091,Smittisolering,Isolering av patient på grund av dennes smitta
Behandling/Åtgärdande,Andra behandlande åtgärder,QX004,Preoperativ förberedelse,"Information, hårborttagning och tvättning, fasta inför operation"
Behandling/Åtgärdande,Andra behandlande åtgärder,QX006,Palliativ vård i livets slutskede,"Åtgärder i syfte att tillgodose fysiska, psykiska, sociala och existentiella behov i livets slut, inklusive de närståendes behov. Specifika åtgärder kan registreras separat. Koden ska användas efter beslut om medicinsk brytpunkt"
Övriga Åtgärder,Åtgärder gällande planer,AU124,Upprättande av samordnad individuell plan (SIP),"Upprättande av plan enligt 16 kap. 4 § hälso- och sjukvårdslagen respektive 2 kap. 7 § socialtjänstlagen. För uppföljning av SIP, se AW010. Utesluter: Upprättande av samordnad vårdplan vid tvångsvård (XU042) och Upprättande av samordnad individuell plan vid utskrivning (AU125)"
Övriga Åtgärder,Åtgärder gällande planer,AU125,Upprättande av samordnad individuell plan (SIP) vid utskrivning,"Insatser enligt 4 kap. 2 § lagen om samverkan vid utskrivning från sluten hälso- och sjukvård. Planen ska upprättas i enlighet med 16 kap. 4 § hälso- och sjukvårdslagen respektive 2 kap. 7 § socialtjänstlagen. För uppföljning av SIP, se AW010. Utesluter: Upprättande av samordnad vårdplan vid tvångsvård (XU042) och Upprättande av samordnad individuell plan (AU124)"
Övriga Åtgärder,Åtgärder gällande planer,AW010,Uppföljning av samordnad individuell plan (SIP),"Uppföljning av samordnad individuell plan som upprättats enligt 16 kap. 4 § hälso- och sjukvårdslagen eller enligt 4 kap. 1 § lagen om samverkan vid utskrivning från sluten hälso- och sjukvård. Utesluter: Upprättande av samordnad individuell plan vid utskrivning, se AU125
"
Övriga Åtgärder,Åtgärder gällande planer,AW013,Upprättande av vårdplan,"Planering och framtagande av individuellt skriftlig vårdplan för en enskild patient inom hälso- och sjukvård. Vårdplanen ska om möjligt utformas tillsammans med den enskilde och/eller dennas anhörig/närstående efter patientens samtycke. Den ska innehålla mål för planerade insatser/åtgärder utifrån den enskildes behov. Vårdplanen kan beskriva insatser/åtgärder inom ett verksamhetsområde eller samordnade insatser/åtgärder mellan flera verksamhetsområden. Den ska dokumenteras och det ska finnas en ansvarig person för att planen tas fram och justeras. Utesluter: Uppföljning av vårdplan, se AW015"
Övriga Åtgärder,Åtgärder gällande planer,AW015,Uppföljning av vårdplan,"Uppföljning av vårdplan för insatser/åtgärder för en enskild patient inom hälso- och sjukvård. För upprättande av vårdplan, se AW013"
Övriga Åtgärder,Åtgärder gällande planer,AW016,Uppföljning och revidering av vårdplan,"Uppföljning av upprättad vårdplan för insatser/åtgärder för en enskild patient inom hälso- och sjukvård, med revidering av befintlig plan. Utesluter: Uppföljning av vårdplan, se AW015"
Övriga Åtgärder,Åtgärder gällande planer,AW017,Avslutande av vårdplan,"Uppföljning och avslutande av vårdplan för insatser/åtgärder för en enskild patient inom hälso- och sjukvård, exempelvis då målen är uppnådda eller att det av någon orsak inte är aktuellt att fortsätta med vård."
Övriga Åtgärder,Åtgärder gällande planer,AW020,Upprättande av rehabiliteringsplan,"Planering och framtagande av individuell skriftlig rehabiliteringsplan tillsammans med patientens och/eller dennes anhörig/närstående efter patientens samtycke. Det ska finnas mål för planerade rehabiliteringsåtgärder utifrån patientens behov. Planeringen av rehabilitering ska samordnas med andra verksamheter när behov finns, men rehabiliteringsplanen kan också vara ett resultat av planering i den egna verksamheten. Utesluter: Upprättande av habiliteringsplan, se AW021; Upprättande av sjukskrivnings- och rehabiliteringsplan för återgång i arbete eller annan sysselsättning, se DV077"
Övriga Åtgärder,Åtgärder gällande planer,AW021,Upprättande av habiliteringsplan,"Planering och framtagande av individuell skriftlig habiliteringsplan tillsammans med patientens och/eller dennes anhörig/närstående efter patientens samtycke. Det ska finnas mål för planerade habiliteringsåtgärder utifrån patientens behov. Planeringen av habilitering ska samordnas med andra verksamheter när behov finns, men habiliteringsplanen kan också vara ett resultat av planering i den egna verksamheten. Utesluter: Upprättande av rehabiliteringsplan,  se AW020"
Övriga Åtgärder,Åtgärder gällande planer,AW024,Uppföljning av rehabiliteringsplan,"Uppföljning av plan som upprättats för rehabilitering, utan revidering av befintlig plan. Utesluter: Uppföljning av habiliteringsplan, se AW025; Uppföljning och revidering av rehabiliteringsplan, se AW027"
Övriga Åtgärder,Åtgärder gällande planer,AW025,Uppföljning av habiliteringsplan,"Uppföljning av plan som upprättats för habilitering, utan revidering av befintlig plan. Utesluter: Uppföljning av rehabiliteringsplan, se AW024; Uppföljning och revidering av habiliteringsplan, se AW028"
Övriga Åtgärder,Åtgärder gällande planer,AW026,Uppföljning av sjukskrivnings- och rehabiliteringsplan för återgång i arbete eller annan sysselsättning,"Uppföljning av plan som upprättats för sjukskrivning och rehabilitering, utan revidering av befintlig plan. Utesluter: Uppföljning av rehabiliteringsplan, se AW024; Uppföljning och revidering av sjukskrivnings- och rehabiliteringsplan för återgång i arbete eller annan sysselsättning, se AW029"
Övriga Åtgärder,Åtgärder gällande planer,AW027,Uppföljning och revidering av rehabiliteringsplan,"Uppföljning av plan som upprättats för rehabilitering, med revidering av befintlig plan. Utesluter: Uppföljning av rehabiliteringsplan, se AW024 "
Övriga Åtgärder,Åtgärder gällande planer,AW028,Uppföljning och revidering av habiliteringsplan,"Uppföljning av plan som upprättats för habilitering, med revidering av befintlig plan. Utesluter: Uppföljning av habiliteringsplan, se AW025
"
Övriga Åtgärder,Åtgärder gällande planer,AW031,Genomförd rehabilitering enligt rehabiliteringsplan inom öppen vård,"Används när samtliga planerade rehabiliteringsåtgärder i rehabiliteringsplanen är genomförda och avslutade inom öppen vård. Om patientens rehabilitering ska fortsätta inom annan öppenvård är inte rehabiliteringen genomförd. Utesluter AW030 Genomfört åtgärdspaket enligt rehabiliteringsplan inom sluten vård, AW033 Genomförd habilitering enligt habiliteringsplan inom öppen vård"
Övriga Åtgärder,Åtgärder gällande planer,AW033,Genomförd habilitering enligt habiliteringsplan inom öppen vård,"Används när samtliga planerade habiliteringsåtgärder i habiliteringsplanen är genomförda och avslutade inom öppen vård. Om patientens habilitering ska fortsätta inom annan öppenvård är inte habiliteringen genomförd. Utesluter AW032 Genomfört åtgärdspaket enligt habiliteringsplan inom sluten vård, AW031 Genomförd rehabilitering enligt rehabiliteringsplan inom öppen vård"
Övriga Åtgärder,Åtgärder gällande planer,AW035,Avslutande av rehabiliteringsplan ,"Uppföljning och avslutande av rehabiliteringsplan, exempelvis då målen är uppnådda eller att det av någon orsak inte är aktuellt att fortsätta med rehabilitering"
Övriga Åtgärder,Åtgärder gällande planer,AW036,Avslutande av habiliteringsplan,"Uppföljning och avslutande av habiliteringsplan, exempelvis då målen är uppnådda eller att det av någon orsak inte är aktuellt att fortsätta med habilitering"
Övriga Åtgärder,Administrativ handläggning,GD001,Anmälan enligt lag,"Anmälan som regleras i lag. T.ex. anmälan enligt smittskyddslagen, socialtjänstlagen etc. Innefattar: Utfärdande av dödsbevis och dödsorsaksintyg. Utesluter: Anmälan enligt lex Maria, se GD017"
Övriga Åtgärder,Administrativ handläggning,GD002,"Intyg, enklare","Till exempel sjukintyg, friskintyg, körkortsintyg, handikappersättning, intyg till skolor etc."
Övriga Åtgärder,Administrativ handläggning,GD003,"Intyg, omfattande","T.ex. LUH, intyg för bostadsanpassning eller annat intyg av motsvarande omfattning"
Övriga Åtgärder,Administrativ handläggning,GD004,Övriga anmälningar,"Anmälan som ej regleras i lag, till exempel anmälan till Läkemedelsverket"
Övriga Åtgärder,Administrativ handläggning,GD009,Registrering i kvalitetsregister,-
Övriga Åtgärder,Administrativ handläggning,GD017,Anmälan enligt lex Maria,"Enligt 3 kap. 5 § i patientsäkerhetslagen ska vårdgivaren anmäla händelser som har medfört eller hade kunnat medföra en allvarlig vårdskada (lex Maria) till Inspektionen för vård och omsorg (IVO). Anmälan ska även i vissa fall göras till Läkemedelsverket, se Socialstyrelsens föreskrifter (HSLF-FS 2021:52) om användning av medicintekniska produkter i hälso- och sjukvården samt Läkemedelsverkets föreskrifter (LVFS 2012:14) om säkerhetsövervakning av humanläkemedel. Utesluter: Anmälan enligt lag, se GD001"
Övriga Åtgärder,Administrativ handläggning,GD018,Information om inträffad vårdskada,"Informera patienten om inträffade vårdskador (anmälan gjord enligt lex Maria). Om patienten inte själv kan ta del av informationen, informeras de närstående i stället."
Övriga Åtgärder,Administrativ handläggning,XT003,Remiss till tandvård,-
Övriga Åtgärder,Kontaktrelaterade åtgärder,GB004,Patientrelaterad extern information och utbildning,Avser dels överrapportering av patient till annan enhet och dels information och/eller utbildning avseende en viss patients behov till externa enheter (=utanför den egna kliniken)
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS001,Information och rådgivning med företrädare för patienten,"Möte där någon företrädare för patienten (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) möter hälso- och sjukvårdspersonal utan att patienten är med. Samtalet ska journalföras"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS003,Information och rådgivning med patient via skriftlig kommunikation,Innefattar brev och digital skriftlig kommunikation
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS004,Distanskonsultation,"Genomgång av patientärende efter kontakt (extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS005,Externt informationsutbyte,"Kontakt via telefon, brev, e-post etc. med myndighet/institution (försäkringskassa, kommun, skola, hjälpmedelscentral), arbetsplats etc. rörande patient"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS007,Konferens med patient,"Konferens med patient och/eller patientens företrädare (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) och hälso- och sjukvårdspersonal från ett eller flera vårdområden. Sammanfattning av anamnes och kliniska fakta. Beslut om fortsatt diagnostik och terapi. Eventuella övriga åtgärder, t.ex. biopsier, kodas separat. Åtgärden konferens med patient används även vid olika former av vårdplanering. Inkluderar nätverksmöte"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS008,Konferens om patient,"Konferens utan att patienten och/eller patientens företrädare (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) är närvarande. Sammanfattning av anamnes och kliniska fakta. Beslut om fortsatt diagnostik och terapi. Eventuella övriga åtgärder, t.ex. biopsier, kodas separat. Kan omfatta en eller flera yrkeskategorier från en eller flera olika specialiteter. Varje deltagare kan dokumentera sin insats. Inkluderar nätverksmöte"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS011,Information och rådgivning per telefon med företrädare för patienten,"Telefonmöte där någon företrädare för patienten (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) samtalar med hälso- och sjukvårdspersonal per telefon utan att patienten är med. Samtalet ska journalföras"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS012,Information och rådgivning med patient per telefon,Telefonsamtal med patient. Samtalet ska journalföras
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS014,Information och rådgivning med patient via videolänk,Samtal på distans i realtid med både rörlig bild och ljud
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS020,Distanskonsultation av tandvård,"Konsultation med tandvården gällande patientärende (t.ex. extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras. Utesluter: Distanskonsultation, se XS004"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS025,Inskrivning i hemsjukvård i ordinärt boende,Åtgärden avser när inskrivning i hemsjukvård i ordinärt boende sker
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS026,Avslutande av hemsjukvård i ordinärt boende,Åtgärden avser när hemsjukvård i ordinärt boende avslutas
Övriga Åtgärder,Kontaktrelaterade åtgärder,XS027,Kommunal hälso- och sjukvård konsulterar läkare på distans,"Personal inom kommunal hälso- och sjukvård konsulterar läkare på distans gällande patientärende inom kommunal hälso- och sjukvård (t.ex. extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras. Utesluter: Distanskonsultation av tandvård, se XS020; Distanskonsultation, se XS004"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XV003,Inskrivningssamtal,"I samband med sluten vård, vårdperiod i öppen vård eller i samband med inskrivning i kommunal hälso- och sjukvård/hemsjukvård"
Övriga Åtgärder,Kontaktrelaterade åtgärder,XV028,Medverkan i brytpunktssamtal,Annan hälso- och sjukvårdspersonal deltar i samtalet mellan ansvarig läkare eller tjänstgörande läkare och patient om ställningstagandet att övergå till palliativ vård i livets slutskede. Utesluter: Brytpunktssamtal XV018
